review_id,product_id,reviewer_id,review_text,rating,date,is_fake
REV01293,Foam Roller Set,R5147,"Good value for the price, would buy again.",3,2024-05-27 00:00:00,0
REV00139,LED Desk Lamp Pro,R1045,"Shipped fast, packaging was good, product works well.",5,2024-04-12 07:00:00,0
REV00894,Neck Massager Electric,R9010,5 stars! Perfect in every way! Must buy immediately!,5,2024-03-29 21:16:00,1
REV01871,Resistance Bands Set,R3305,"Great product, works exactly as described.",3,2024-03-31 04:00:00,0
REV00550,Wireless Mouse Slim,R6907,"Shipped fast, packaging was good, product works well.",4,2024-05-29 15:00:00,0
REV00320,Stainless Steel Water Bottle,R6256,"Very solid build quality, happy with my purchase.",5,2024-02-01 14:00:00,0
REV01553,Laptop Stand Aluminum,R2585,Works fine but the instructions are terrible.,4,2024-06-05 07:00:00,0
REV01273,Foam Roller Set,R6400,"Shipped fast, packaging was good, product works well.",5,2024-04-11 23:00:00,0
REV01331,Coffee Grinder Manual,R1788,Not what I expected based on the photos.,5,2024-02-25 08:00:00,0
REV00559,Wireless Mouse Slim,R5997,"Returned it, color was completely different.",5,2024-06-23 20:00:00,0
REV00140,LED Desk Lamp Pro,R8847,"Used it for two weeks now, still holding up.",3,2024-01-28 13:00:00,0
REV01766,Silk Sleep Mask,R8126,"Used it for two weeks now, still holding up.",5,2024-02-28 03:00:00,0
REV00532,Wireless Mouse Slim,R5396,"Average quality, expected better at this price point.",4,2024-06-01 20:00:00,0
REV00225,Yoga Mat Ultra,R2875,"Good value for the price, would buy again.",1,2024-03-23 19:00:00,0
REV00724,USB-C Hub 7-Port,R5755,Works fine but the instructions are terrible.,4,2024-02-26 16:00:00,0
REV00787,USB-C Hub 7-Port,R9086,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-03-16 20:04:00,1
REV01747,Silk Sleep Mask,R3324,"Average quality, expected better at this price point.",4,2024-01-23 22:00:00,0
REV01030,Smart Watch Fitness,R5579,"Good value for the price, would buy again.",5,2024-02-02 23:00:00,0
REV00410,Stainless Steel Water Bottle,R9038,Life changing product! Everyone should own one!!!,5,2024-04-18 16:56:00,1
REV00326,Stainless Steel Water Bottle,R1900,"Good value for the price, would buy again.",5,2024-02-03 17:00:00,0
REV01119,Smart Watch Fitness,R5988,The smell is a bit odd but goes away after a day.,4,2024-03-23 16:00:00,0
REV00300,Yoga Mat Ultra,R9119,5 stars! Perfect in every way! Must buy immediately!,5,2024-04-16 22:14:00,1
REV01284,Foam Roller Set,R5911,"Used it for two weeks now, still holding up.",1,2024-05-12 09:00:00,0
REV01161,Portable Charger 20000mAh,R5213,"Best purchase I've made this year, highly recommend.",5,2024-01-07 16:00:00,0
REV00026,Bluetooth Speaker X1,R7488,"Shipped fast, packaging was good, product works well.",4,2024-01-13 03:00:00,0
REV01893,Resistance Bands Set,R1035,The smell is a bit odd but goes away after a day.,5,2024-03-13 05:00:00,0
REV00715,Phone Stand Adjustable,R6859,"Good value for the price, would buy again.",5,2024-03-18 07:00:00,0
REV00847,Neck Massager Electric,R1100,"Great product, works exactly as described.",5,2024-05-10 00:00:00,0
REV00194,LED Desk Lamp Pro,R5508,"Broke after one month, disappointed.",5,2024-05-15 11:00:00,0
REV00574,Wireless Mouse Slim,R3353,"Used it for two weeks now, still holding up.",5,2024-05-02 20:00:00,0
REV00947,Air Purifier Mini,R3877,Not what I expected based on the photos.,5,2024-02-12 13:00:00,0
REV00504,Mechanical Keyboard RGB,R5238,Not what I expected based on the photos.,4,2024-06-13 02:00:00,0
REV01193,Portable Charger 20000mAh,R9018,Life changing product! Everyone should own one!!!,5,2024-04-06 14:58:00,1
REV01689,Cable Organizer Box,R9070,5 stars! Perfect in every way! Must buy immediately!,5,2024-02-07 22:06:00,1
REV01819,Silk Sleep Mask,R2215,"Returned it, color was completely different.",5,2024-04-05 09:00:00,0
REV00004,Bluetooth Speaker X1,R4679,Customer service was helpful when I had an issue.,4,2024-06-15 22:00:00,0
REV01170,Portable Charger 20000mAh,R7506,"Very solid build quality, happy with my purchase.",2,2024-01-10 02:00:00,0
REV00468,Mechanical Keyboard RGB,R8256,"Great product, works exactly as described.",5,2024-03-16 06:00:00,0
REV00006,Bluetooth Speaker X1,R2273,"Broke after one month, disappointed.",4,2024-02-10 22:00:00,0
REV01608,Laptop Stand Aluminum,R4386,Not what I expected based on the photos.,4,2024-03-18 17:00:00,0
REV00548,Wireless Mouse Slim,R3175,"Great product, works exactly as described.",4,2024-06-25 20:00:00,0
REV00229,Yoga Mat Ultra,R7670,"My kids love it, perfect size for them.",4,2024-03-12 05:00:00,0
REV00543,Wireless Mouse Slim,R6050,"It's okay, does the job but nothing special.",3,2024-03-24 19:00:00,0
REV00243,Yoga Mat Ultra,R3239,"Good value for the price, would buy again.",4,2024-05-07 22:00:00,0
REV00899,Neck Massager Electric,R9070,"Absolutely incredible, changed my life completely!",5,2024-03-29 05:18:00,1
REV01755,Silk Sleep Mask,R7310,Customer service was helpful when I had an issue.,3,2024-04-02 17:00:00,0
REV01212,Portable Charger 20000mAh,R9004,5 stars! Perfect in every way! Must buy immediately!,5,2024-04-04 10:26:00,1
REV01768,Silk Sleep Mask,R2187,"Great product, works exactly as described.",5,2024-05-29 15:00:00,0
REV00843,Neck Massager Electric,R6140,Works fine but the instructions are terrible.,5,2024-01-17 08:00:00,0
REV01442,Ring Light 10-inch,R6986,"Average quality, expected better at this price point.",4,2024-01-25 19:00:00,0
REV01357,Coffee Grinder Manual,R4563,"Average quality, expected better at this price point.",5,2024-06-10 23:00:00,0
REV02005,Bamboo Cutting Board,R4788,The smell is a bit odd but goes away after a day.,2,2024-06-09 07:00:00,0
REV00662,Phone Stand Adjustable,R1054,"Average quality, expected better at this price point.",4,2024-06-06 15:00:00,0
REV01231,Foam Roller Set,R5271,"Very solid build quality, happy with my purchase.",5,2024-06-15 10:00:00,0
REV00315,Stainless Steel Water Bottle,R5008,"Average quality, expected better at this price point.",2,2024-02-09 13:00:00,0
REV00692,Phone Stand Adjustable,R4643,"Great product, works exactly as described.",5,2024-01-28 02:00:00,0
REV01561,Laptop Stand Aluminum,R3707,"Best purchase I've made this year, highly recommend.",3,2024-06-06 00:00:00,0
REV00425,Mechanical Keyboard RGB,R4468,"Very solid build quality, happy with my purchase.",5,2024-06-24 16:00:00,0
REV00595,Wireless Mouse Slim,R8842,"My kids love it, perfect size for them.",3,2024-03-16 11:00:00,0
REV01999,Bamboo Cutting Board,R4361,"Best purchase I've made this year, highly recommend.",4,2024-06-15 04:00:00,0
REV00623,Phone Stand Adjustable,R4595,Works fine but the instructions are terrible.,1,2024-01-13 07:00:00,0
REV01191,Portable Charger 20000mAh,R9029,This is the greatest thing I have ever purchased!!!,5,2024-04-05 10:30:00,1
REV01605,Laptop Stand Aluminum,R5707,"Returned it, color was completely different.",4,2024-02-13 09:00:00,0
REV00228,Yoga Mat Ultra,R8504,Customer service was helpful when I had an issue.,5,2024-02-14 15:00:00,0
REV01138,Portable Charger 20000mAh,R4125,"Average quality, expected better at this price point.",1,2024-03-14 22:00:00,0
REV01353,Coffee Grinder Manual,R8048,"Great product, works exactly as described.",5,2024-02-13 00:00:00,0
REV01118,Smart Watch Fitness,R5965,"Broke after one month, disappointed.",5,2024-02-02 03:00:00,0
REV00067,Bluetooth Speaker X1,R9014,This is the greatest thing I have ever purchased!!!,5,2024-03-17 16:30:00,1
REV00025,Bluetooth Speaker X1,R7191,Customer service was helpful when I had an issue.,4,2024-02-26 04:00:00,0
REV00145,LED Desk Lamp Pro,R7092,Not what I expected based on the photos.,5,2024-04-19 17:00:00,0
REV00537,Wireless Mouse Slim,R2054,"Average quality, expected better at this price point.",4,2024-03-12 19:00:00,0
REV00812,USB-C Hub 7-Port,R9105,"Absolutely incredible, changed my life completely!",5,2024-03-16 05:05:00,1
REV01595,Laptop Stand Aluminum,R3913,Works fine but the instructions are terrible.,4,2024-06-10 22:00:00,0
REV00086,Bluetooth Speaker X1,R9139,Superb! Excellent! World class! Highly recommended!,5,2024-03-16 21:32:00,1
REV01354,Coffee Grinder Manual,R5428,Not what I expected based on the photos.,5,2024-03-24 15:00:00,0
REV01449,Ring Light 10-inch,R8954,Works fine but the instructions are terrible.,5,2024-01-13 21:00:00,0
REV01226,Portable Charger 20000mAh,R9016,This is the greatest thing I have ever purchased!!!,5,2024-04-06 18:34:00,1
REV01838,Resistance Bands Set,R8994,"Average quality, expected better at this price point.",5,2024-04-24 21:00:00,0
REV01851,Resistance Bands Set,R4127,"Used it for two weeks now, still holding up.",3,2024-05-25 04:00:00,0
REV01395,Coffee Grinder Manual,R4996,"Returned it, color was completely different.",2,2024-06-28 17:00:00,0
REV01165,Portable Charger 20000mAh,R7337,"Used it for two weeks now, still holding up.",5,2024-06-09 02:00:00,0
REV00363,Stainless Steel Water Bottle,R9113,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-04-16 11:08:00,1
REV01638,Cable Organizer Box,R4479,"It's okay, does the job but nothing special.",3,2024-04-25 12:00:00,0
REV01282,Foam Roller Set,R6245,"Returned it, color was completely different.",5,2024-06-01 01:00:00,0
REV01027,Smart Watch Fitness,R8426,"Average quality, expected better at this price point.",5,2024-06-24 17:00:00,0
REV01031,Smart Watch Fitness,R1731,The smell is a bit odd but goes away after a day.,4,2024-02-16 21:00:00,0
REV01238,Foam Roller Set,R5215,"Shipped fast, packaging was good, product works well.",3,2024-02-05 14:00:00,0
REV01377,Coffee Grinder Manual,R5082,"Good value for the price, would buy again.",5,2024-03-28 13:00:00,0
REV01091,Smart Watch Fitness,R4152,"Average quality, expected better at this price point.",5,2024-05-03 11:00:00,0
REV00666,Phone Stand Adjustable,R2219,The smell is a bit odd but goes away after a day.,2,2024-02-15 03:00:00,0
REV00365,Stainless Steel Water Bottle,R9069,Outstanding product! Perfect! Amazing! Buy buy buy!,5,2024-04-18 12:21:00,1
REV00078,Bluetooth Speaker X1,R9061,Phenomenal quality! Buy it today you won't regret it!,5,2024-03-17 03:53:00,1
REV00028,Bluetooth Speaker X1,R5532,Customer service was helpful when I had an issue.,3,2024-06-01 14:00:00,0
REV02034,Bamboo Cutting Board,R1293,"Great product, works exactly as described.",3,2024-02-18 04:00:00,0
REV00526,Wireless Mouse Slim,R3033,"Best purchase I've made this year, highly recommend.",4,2024-03-15 12:00:00,0
REV01868,Resistance Bands Set,R3642,"Returned it, color was completely different.",3,2024-01-25 19:00:00,0
REV00056,Bluetooth Speaker X1,R9118,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-03-17 01:03:00,1
REV00639,Phone Stand Adjustable,R5939,"Broke after one month, disappointed.",5,2024-01-14 08:00:00,0
REV00303,Yoga Mat Ultra,R9101,5 stars! Perfect in every way! Must buy immediately!,5,2024-04-17 01:56:00,1
REV00719,USB-C Hub 7-Port,R5864,The smell is a bit odd but goes away after a day.,5,2024-04-02 22:00:00,0
REV00625,Phone Stand Adjustable,R2918,Customer service was helpful when I had an issue.,5,2024-01-15 04:00:00,0
REV00008,Bluetooth Speaker X1,R1355,"My kids love it, perfect size for them.",3,2024-04-01 11:00:00,0
REV00804,USB-C Hub 7-Port,R9122,"Absolutely incredible, changed my life completely!",5,2024-03-17 09:39:00,1
REV01050,Smart Watch Fitness,R5885,Not what I expected based on the photos.,5,2024-03-17 09:00:00,0
REV00337,Stainless Steel Water Bottle,R5492,"My kids love it, perfect size for them.",5,2024-02-02 08:00:00,0
REV00048,Bluetooth Speaker X1,R6925,"Used it for two weeks now, still holding up.",4,2024-06-20 15:00:00,0
REV01506,Ring Light 10-inch,R4598,"Shipped fast, packaging was good, product works well.",5,2024-02-22 02:00:00,0
REV00107,LED Desk Lamp Pro,R8583,"My kids love it, perfect size for them.",5,2024-05-23 13:00:00,0
REV00350,Stainless Steel Water Bottle,R4950,"Used it for two weeks now, still holding up.",3,2024-05-27 16:00:00,0
REV01080,Smart Watch Fitness,R2366,"Average quality, expected better at this price point.",5,2024-05-02 13:00:00,0
REV00239,Yoga Mat Ultra,R6161,"Very solid build quality, happy with my purchase.",1,2024-06-27 15:00:00,0
REV00214,Yoga Mat Ultra,R1021,Customer service was helpful when I had an issue.,2,2024-03-02 05:00:00,0
REV01274,Foam Roller Set,R6728,"Used it for two weeks now, still holding up.",4,2024-01-31 23:00:00,0
REV01674,Cable Organizer Box,R6531,"Broke after one month, disappointed.",4,2024-06-16 18:00:00,0
REV00794,USB-C Hub 7-Port,R9070,"Absolutely incredible, changed my life completely!",5,2024-03-16 17:12:00,1
REV01097,Smart Watch Fitness,R7563,"Very solid build quality, happy with my purchase.",4,2024-04-13 07:00:00,0
REV01570,Laptop Stand Aluminum,R1957,"Broke after one month, disappointed.",3,2024-05-26 19:00:00,0
REV01229,Portable Charger 20000mAh,R9120,Outstanding product! Perfect! Amazing! Buy buy buy!,5,2024-04-06 01:19:00,1
REV01609,Laptop Stand Aluminum,R8978,"Used it for two weeks now, still holding up.",4,2024-03-02 19:00:00,0
REV01791,Silk Sleep Mask,R3727,"Broke after one month, disappointed.",5,2024-06-09 02:00:00,0
REV00524,Wireless Mouse Slim,R2003,"It's okay, does the job but nothing special.",3,2024-05-23 03:00:00,0
REV00233,Yoga Mat Ultra,R3576,"Great product, works exactly as described.",4,2024-04-12 17:00:00,0
REV00645,Phone Stand Adjustable,R3318,Customer service was helpful when I had an issue.,4,2024-04-11 07:00:00,0
REV01775,Silk Sleep Mask,R8947,The smell is a bit odd but goes away after a day.,3,2024-06-12 19:00:00,0
REV00534,Wireless Mouse Slim,R1419,"It's okay, does the job but nothing special.",1,2024-04-03 12:00:00,0
REV01719,Cable Organizer Box,R9035,This is the greatest thing I have ever purchased!!!,5,2024-02-09 11:47:00,1
REV00604,Wireless Mouse Slim,R4649,"Very solid build quality, happy with my purchase.",5,2024-05-29 15:00:00,0
REV01230,Portable Charger 20000mAh,R9010,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-04-06 14:04:00,1
REV01075,Smart Watch Fitness,R6301,"Best purchase I've made this year, highly recommend.",3,2024-01-12 00:00:00,0
REV01423,Coffee Grinder Manual,R5723,"Very solid build quality, happy with my purchase.",5,2024-04-16 23:00:00,0
REV00061,Bluetooth Speaker X1,R9054,Superb! Excellent! World class! Highly recommended!,5,2024-03-18 18:18:00,1
REV01285,Foam Roller Set,R2388,Works fine but the instructions are terrible.,3,2024-05-10 16:00:00,0
REV00093,Bluetooth Speaker X1,R9125,Life changing product! Everyone should own one!!!,5,2024-03-17 12:02:00,1
REV00667,Phone Stand Adjustable,R7678,"My kids love it, perfect size for them.",4,2024-03-02 06:00:00,0
REV00281,Yoga Mat Ultra,R9116,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-04-17 09:55:00,1
REV01134,Portable Charger 20000mAh,R3938,"Returned it, color was completely different.",4,2024-03-16 06:00:00,0
REV00360,Stainless Steel Water Bottle,R5649,"It's okay, does the job but nothing special.",5,2024-03-20 23:00:00,0
REV01541,Laptop Stand Aluminum,R8915,"Returned it, color was completely different.",4,2024-06-01 18:00:00,0
REV01190,Portable Charger 20000mAh,R9157,This is the greatest thing I have ever purchased!!!,5,2024-04-05 01:07:00,1
REV00848,Neck Massager Electric,R8538,Not what I expected based on the photos.,4,2024-03-03 01:00:00,0
REV01404,Coffee Grinder Manual,R4105,"Returned it, color was completely different.",5,2024-04-26 00:00:00,0
REV00111,LED Desk Lamp Pro,R4133,"Returned it, color was completely different.",5,2024-03-09 05:00:00,0
REV00043,Bluetooth Speaker X1,R4698,Not what I expected based on the photos.,5,2024-06-15 11:00:00,0
REV00126,LED Desk Lamp Pro,R3672,"Good value for the price, would buy again.",5,2024-03-17 16:00:00,0
REV00205,LED Desk Lamp Pro,R7734,"Best purchase I've made this year, highly recommend.",4,2024-01-14 08:00:00,0
REV00053,Bluetooth Speaker X1,R9027,Phenomenal quality! Buy it today you won't regret it!,5,2024-03-18 06:58:00,1
REV00546,Wireless Mouse Slim,R4412,"It's okay, does the job but nothing special.",5,2024-01-05 11:00:00,0
REV00069,Bluetooth Speaker X1,R9122,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-03-16 06:50:00,1
REV01346,Coffee Grinder Manual,R6740,"Good value for the price, would buy again.",5,2024-03-01 21:00:00,0
REV01574,Laptop Stand Aluminum,R7430,"Shipped fast, packaging was good, product works well.",2,2024-05-14 09:00:00,0
REV00184,LED Desk Lamp Pro,R7147,The smell is a bit odd but goes away after a day.,4,2024-01-23 08:00:00,0
REV00138,LED Desk Lamp Pro,R5049,Works fine but the instructions are terrible.,5,2024-05-27 06:00:00,0
REV00900,Neck Massager Electric,R9038,Superb! Excellent! World class! Highly recommended!,5,2024-03-29 14:12:00,1
REV00797,USB-C Hub 7-Port,R9101,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-03-15 22:35:00,1
REV00133,LED Desk Lamp Pro,R6438,"Very solid build quality, happy with my purchase.",4,2024-02-13 21:00:00,0
REV00081,Bluetooth Speaker X1,R9117,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-03-16 09:54:00,1
REV01977,Bamboo Cutting Board,R6731,Not what I expected based on the photos.,4,2024-05-30 01:00:00,0
REV01567,Laptop Stand Aluminum,R7549,"My kids love it, perfect size for them.",5,2024-01-05 06:00:00,0
REV00542,Wireless Mouse Slim,R2145,"My kids love it, perfect size for them.",5,2024-04-26 04:00:00,0
REV01622,Laptop Stand Aluminum,R6566,"My kids love it, perfect size for them.",5,2024-03-22 09:00:00,0
REV00984,Air Purifier Mini,R1820,"Returned it, color was completely different.",5,2024-05-30 18:00:00,0
REV00166,LED Desk Lamp Pro,R1562,"It's okay, does the job but nothing special.",3,2024-05-18 01:00:00,0
REV00249,Yoga Mat Ultra,R4658,Not what I expected based on the photos.,5,2024-05-28 21:00:00,0
REV00447,Mechanical Keyboard RGB,R7874,"It's okay, does the job but nothing special.",5,2024-02-27 00:00:00,0
REV01808,Silk Sleep Mask,R3362,"Broke after one month, disappointed.",5,2024-01-23 02:00:00,0
REV00859,Neck Massager Electric,R4359,"Shipped fast, packaging was good, product works well.",1,2024-05-19 07:00:00,0
REV01232,Foam Roller Set,R5740,"Best purchase I've made this year, highly recommend.",5,2024-06-11 08:00:00,0
REV00098,Bluetooth Speaker X1,R9180,Life changing product! Everyone should own one!!!,5,2024-03-18 12:19:00,1
REV02009,Bamboo Cutting Board,R8536,Customer service was helpful when I had an issue.,4,2024-01-04 22:00:00,0
REV00738,USB-C Hub 7-Port,R2759,"Broke after one month, disappointed.",1,2024-05-31 13:00:00,0
REV02014,Bamboo Cutting Board,R7491,"Broke after one month, disappointed.",3,2024-06-22 06:00:00,0
REV00103,Bluetooth Speaker X1,R9032,Outstanding product! Perfect! Amazing! Buy buy buy!,5,2024-03-16 20:13:00,1
REV00435,Mechanical Keyboard RGB,R5374,"Returned it, color was completely different.",4,2024-03-13 23:00:00,0
REV00075,Bluetooth Speaker X1,R9020,Marvelous! Stunning quality! Will buy 10 more!!!,5,2024-03-16 05:25:00,1
REV01824,Silk Sleep Mask,R2511,Not what I expected based on the photos.,3,2024-05-27 04:00:00,0
REV01222,Portable Charger 20000mAh,R9035,Life changing product! Everyone should own one!!!,5,2024-04-04 22:38:00,1
REV00919,Neck Massager Electric,R9151,This is the greatest thing I have ever purchased!!!,5,2024-03-29 00:02:00,1
REV01741,Silk Sleep Mask,R1517,"My kids love it, perfect size for them.",3,2024-02-24 01:00:00,0
REV01700,Cable Organizer Box,R9004,Superb! Excellent! World class! Highly recommended!,5,2024-02-08 10:12:00,1
REV01647,Cable Organizer Box,R3814,"My kids love it, perfect size for them.",2,2024-05-28 09:00:00,0
REV00763,USB-C Hub 7-Port,R8063,Not what I expected based on the photos.,3,2024-03-17 01:00:00,0
REV00990,Air Purifier Mini,R4892,"Used it for two weeks now, still holding up.",1,2024-03-25 22:00:00,0
REV00389,Stainless Steel Water Bottle,R9085,This is the greatest thing I have ever purchased!!!,5,2024-04-17 22:21:00,1
REV00236,Yoga Mat Ultra,R6100,"Used it for two weeks now, still holding up.",4,2024-04-15 01:00:00,0
REV01533,Laptop Stand Aluminum,R4619,Not what I expected based on the photos.,4,2024-05-30 21:00:00,0
REV00268,Yoga Mat Ultra,R9011,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-04-16 16:53:00,1
REV01744,Silk Sleep Mask,R7941,"Shipped fast, packaging was good, product works well.",2,2024-05-28 01:00:00,0
REV00118,LED Desk Lamp Pro,R3174,"My kids love it, perfect size for them.",5,2024-03-07 05:00:00,0
REV01633,Cable Organizer Box,R1128,"Great product, works exactly as described.",2,2024-02-02 04:00:00,0
REV00674,Phone Stand Adjustable,R8028,"Returned it, color was completely different.",4,2024-04-21 20:00:00,0
REV00250,Yoga Mat Ultra,R7249,"It's okay, does the job but nothing special.",4,2024-05-17 15:00:00,0
REV01477,Ring Light 10-inch,R5354,Not what I expected based on the photos.,5,2024-01-26 10:00:00,0
REV02030,Bamboo Cutting Board,R8591,"My kids love it, perfect size for them.",5,2024-03-13 08:00:00,0
REV00095,Bluetooth Speaker X1,R9011,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-03-18 09:49:00,1
REV00034,Bluetooth Speaker X1,R2323,"Shipped fast, packaging was good, product works well.",4,2024-06-04 06:00:00,0
REV01489,Ring Light 10-inch,R6603,"Shipped fast, packaging was good, product works well.",4,2024-02-22 20:00:00,0
REV01697,Cable Organizer Box,R9183,Superb! Excellent! World class! Highly recommended!,5,2024-02-07 14:30:00,1
REV00449,Mechanical Keyboard RGB,R7216,Works fine but the instructions are terrible.,5,2024-03-14 15:00:00,0
REV00717,USB-C Hub 7-Port,R8565,"Broke after one month, disappointed.",4,2024-05-02 18:00:00,0
REV01286,Foam Roller Set,R1002,"It's okay, does the job but nothing special.",3,2024-06-21 01:00:00,0
REV01544,Laptop Stand Aluminum,R3398,"Best purchase I've made this year, highly recommend.",4,2024-01-18 13:00:00,0
REV00001,Bluetooth Speaker X1,R1712,Works fine but the instructions are terrible.,5,2024-01-27 21:00:00,0
REV01786,Silk Sleep Mask,R2325,Not what I expected based on the photos.,5,2024-01-24 00:00:00,0
REV01102,Smart Watch Fitness,R2694,The smell is a bit odd but goes away after a day.,4,2024-06-12 09:00:00,0
REV01109,Smart Watch Fitness,R6872,Not what I expected based on the photos.,3,2024-01-12 05:00:00,0
REV01348,Coffee Grinder Manual,R7315,Customer service was helpful when I had an issue.,2,2024-01-17 15:00:00,0
REV00083,Bluetooth Speaker X1,R9067,Life changing product! Everyone should own one!!!,5,2024-03-17 05:06:00,1
REV01310,Foam Roller Set,R8847,"Returned it, color was completely different.",5,2024-06-06 00:00:00,0
REV00677,Phone Stand Adjustable,R5448,The smell is a bit odd but goes away after a day.,4,2024-01-20 21:00:00,0
REV01475,Ring Light 10-inch,R3396,"Best purchase I've made this year, highly recommend.",2,2024-06-17 11:00:00,0
REV01047,Smart Watch Fitness,R8184,"Used it for two weeks now, still holding up.",3,2024-06-09 23:00:00,0
REV00771,USB-C Hub 7-Port,R9146,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-03-16 15:57:00,1
REV01236,Foam Roller Set,R3826,"It's okay, does the job but nothing special.",5,2024-05-12 12:00:00,0
REV01302,Foam Roller Set,R4268,"Used it for two weeks now, still holding up.",4,2024-06-28 08:00:00,0
REV01607,Laptop Stand Aluminum,R7491,Customer service was helpful when I had an issue.,5,2024-01-28 10:00:00,0
REV01515,Ring Light 10-inch,R3411,Not what I expected based on the photos.,3,2024-03-18 09:00:00,0
REV00405,Stainless Steel Water Bottle,R9019,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-04-18 02:20:00,1
REV01839,Resistance Bands Set,R5941,"Used it for two weeks now, still holding up.",4,2024-05-11 12:00:00,0
REV01320,Foam Roller Set,R6022,"Good value for the price, would buy again.",4,2024-03-08 07:00:00,0
REV01362,Coffee Grinder Manual,R1068,"Good value for the price, would buy again.",4,2024-02-04 11:00:00,0
REV00105,Bluetooth Speaker X1,R9053,Phenomenal quality! Buy it today you won't regret it!,5,2024-03-16 05:26:00,1
REV00689,Phone Stand Adjustable,R6841,"Good value for the price, would buy again.",5,2024-01-22 19:00:00,0
REV01327,Foam Roller Set,R2101,"Shipped fast, packaging was good, product works well.",4,2024-05-01 00:00:00,0
REV00827,Neck Massager Electric,R1112,"Great product, works exactly as described.",4,2024-04-30 02:00:00,0
REV00063,Bluetooth Speaker X1,R9099,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-03-18 03:44:00,1
REV00853,Neck Massager Electric,R5225,"Shipped fast, packaging was good, product works well.",3,2024-06-21 01:00:00,0
REV01375,Coffee Grinder Manual,R1067,Works fine but the instructions are terrible.,4,2024-03-09 04:00:00,0
REV00224,Yoga Mat Ultra,R4539,"My kids love it, perfect size for them.",1,2024-04-22 02:00:00,0
REV00146,LED Desk Lamp Pro,R7880,"Good value for the price, would buy again.",5,2024-05-01 14:00:00,0
REV01089,Smart Watch Fitness,R6739,Customer service was helpful when I had an issue.,4,2024-06-20 10:00:00,0
REV00374,Stainless Steel Water Bottle,R9001,5 stars! Perfect in every way! Must buy immediately!,5,2024-04-17 20:47:00,1
REV01673,Cable Organizer Box,R3091,"Good value for the price, would buy again.",5,2024-03-26 08:00:00,0
REV01143,Portable Charger 20000mAh,R6938,"My kids love it, perfect size for them.",3,2024-05-19 23:00:00,0
REV01860,Resistance Bands Set,R6618,"Best purchase I've made this year, highly recommend.",3,2024-05-24 13:00:00,0
REV01779,Silk Sleep Mask,R2821,"It's okay, does the job but nothing special.",4,2024-03-04 07:00:00,0
REV01628,Laptop Stand Aluminum,R6121,Works fine but the instructions are terrible.,4,2024-03-01 13:00:00,0
REV01429,Coffee Grinder Manual,R2752,"Used it for two weeks now, still holding up.",4,2024-03-23 19:00:00,0
REV00010,Bluetooth Speaker X1,R6066,"Good value for the price, would buy again.",5,2024-01-21 17:00:00,0
REV00450,Mechanical Keyboard RGB,R8420,Not what I expected based on the photos.,4,2024-06-29 15:00:00,0
REV00709,Phone Stand Adjustable,R4080,"Returned it, color was completely different.",3,2024-05-05 18:00:00,0
REV00256,Yoga Mat Ultra,R9112,5 stars! Perfect in every way! Must buy immediately!,5,2024-04-16 21:19:00,1
REV00883,Neck Massager Electric,R9044,WOW! Exceeded ALL expectations! 10/10 recommend!!!,5,2024-03-29 16:48:00,1
REV00390,Stainless Steel Water Bottle,R9130,5 stars! Perfect in every way! Must buy immediately!,5,2024-04-16 22:57:00,1
REV00909,Neck Massager Electric,R9144,Phenomenal quality! Buy it today you won't regret it!,5,2024-03-30 18:10:00,1
REV00925,Neck Massager Electric,R9059,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-03-28 12:19:00,1
REV01733,Cable Organizer Box,R9044,AMAZING!!! Best product EVER!!! Buy it NOW!!!,5,2024-02-07 17:49:00,1
REV01316,Foam Roller Set,R6720,Not what I expected based on the photos.,5,2024-06-24 05:00:00,0
REV00461,Mechanical Keyboard RGB,R3077,"Broke after one month, disappointed.",5,2024-01-12 20:00:00,0
REV01291,Foam Roller Set,R3265,"It's okay, does the job but nothing special.",5,2024-05-29 11:00:00,0
REV01730,Cable Organizer Box,R9167,Superb! Excellent! World class! Highly recommended!,5,2024-02-07 19:19:00,1
REV01169,Portable Charger 20000mAh,R3717,"Great product, works exactly as described.",4,2024-06-24 04:00:00,0
REV00959,Air Purifier Mini,R7880,"Broke after one month, disappointed.",4,2024-01-25 01:00:00,0
REV00502,Mechanical Keyboard RGB,R4365,Works fine but the instructions are terrible.,4,2024-04-11 22:00:00,0
REV00740,USB-C Hub 7-Port,R5398,"Very solid build quality, happy with my purchase.",5,2024-01-17 18:00:00,0
